video_path,label,subject,split
original_sequences/actors/c23/videos/03__talking_angry_couch.mp4,real,03__talking_angry_couch,train
manipulated_sequences/FaceSwap/c23/videos/121_093.mp4,fake,121_093,train
original_sequences/youtube/c23/videos/999.mp4,real,999,train
manipulated_sequences/Face2Face/c23/videos/568_628.mp4,fake,568_628,train
manipulated_sequences/NeuralTextures/c23/videos/888_937.mp4,fake,888_937,train
manipulated_sequences/DeepFakeDetection/c23/videos/21_06__walking_outside_cafe_disgusted__058I9NIZ.mp4,fake,21_06__walking_outside_cafe_disgusted__058I9NIZ,train
manipulated_sequences/DeepFakeDetection/c23/videos/12_15__walking_down_street_outside_angry__N0SRODQD.mp4,fake,12_15__walking_down_street_outside_angry__N0SRODQD,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_02__walking_outside_cafe_disgusted__3IUBEKCT.mp4,fake,14_02__walking_outside_cafe_disgusted__3IUBEKCT,train
manipulated_sequences/FaceSwap/c23/videos/205_184.mp4,fake,205_184,train
manipulated_sequences/Face2Face/c23/videos/892_112.mp4,fake,892_112,train
manipulated_sequences/Deepfakes/c23/videos/134_192.mp4,fake,134_192,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_02__exit_phone_room__YVGY8LOK.mp4,fake,01_02__exit_phone_room__YVGY8LOK,train
manipulated_sequences/FaceShifter/c23/videos/327_329.mp4,fake,327_329,train
original_sequences/actors/c23/videos/23__walk_down_hall_angry.mp4,real,23__walk_down_hall_angry,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_12__secret_conversation__1MSOAVLL.mp4,fake,07_12__secret_conversation__1MSOAVLL,train
manipulated_sequences/DeepFakeDetection/c23/videos/22_24__walking_down_street_outside_angry__7E3GY85F.mp4,fake,22_24__walking_down_street_outside_angry__7E3GY85F,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_02__meeting_serious__ZESUJMM7.mp4,fake,03_02__meeting_serious__ZESUJMM7,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_02__walking_and_outside_surprised__3IUBEKCT.mp4,fake,14_02__walking_and_outside_surprised__3IUBEKCT,train
original_sequences/youtube/c23/videos/790.mp4,real,790,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_09__outside_talking_still_laughing__N9CWME71.mp4,fake,07_09__outside_talking_still_laughing__N9CWME71,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_25__outside_talking_pan_laughing__AUC0HY5T.mp4,fake,18_25__outside_talking_pan_laughing__AUC0HY5T,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_02__kitchen_pan__OXMEEFUQ.mp4,fake,18_02__kitchen_pan__OXMEEFUQ,train
manipulated_sequences/DeepFakeDetection/c23/videos/23_10__secret_conversation__CU6SNBFZ.mp4,fake,23_10__secret_conversation__CU6SNBFZ,train
manipulated_sequences/Deepfakes/c23/videos/333_377.mp4,fake,333_377,train
original_sequences/youtube/c23/videos/994.mp4,real,994,train
original_sequences/youtube/c23/videos/369.mp4,real,369,train
manipulated_sequences/FaceShifter/c23/videos/615_687.mp4,fake,615_687,train
manipulated_sequences/DeepFakeDetection/c23/videos/06_26__kitchen_pan__L5BVR5L9.mp4,fake,06_26__kitchen_pan__L5BVR5L9,train
manipulated_sequences/DeepFakeDetection/c23/videos/06_15__kitchen_pan__E98QYYXO.mp4,fake,06_15__kitchen_pan__E98QYYXO,train
manipulated_sequences/DeepFakeDetection/c23/videos/26_09__talking_against_wall__C3K20JOL.mp4,fake,26_09__talking_against_wall__C3K20JOL,train
manipulated_sequences/NeuralTextures/c23/videos/249_280.mp4,fake,249_280,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_12__outside_talking_still_laughing__KAG65PEE.mp4,fake,07_12__outside_talking_still_laughing__KAG65PEE,train
original_sequences/youtube/c23/videos/032.mp4,real,032,train
manipulated_sequences/Deepfakes/c23/videos/516_555.mp4,fake,516_555,train
manipulated_sequences/FaceShifter/c23/videos/293_296.mp4,fake,293_296,train
original_sequences/youtube/c23/videos/693.mp4,real,693,train
manipulated_sequences/DeepFakeDetection/c23/videos/12_07__secret_conversation__X9X7FAZG.mp4,fake,12_07__secret_conversation__X9X7FAZG,train
manipulated_sequences/FaceSwap/c23/videos/693_698.mp4,fake,693_698,train
manipulated_sequences/FaceSwap/c23/videos/325_492.mp4,fake,325_492,train
manipulated_sequences/FaceSwap/c23/videos/483_370.mp4,fake,483_370,train
manipulated_sequences/DeepFakeDetection/c23/videos/12_07__talking_against_wall__0VN0A2T3.mp4,fake,12_07__talking_against_wall__0VN0A2T3,train
manipulated_sequences/Face2Face/c23/videos/091_116.mp4,fake,091_116,train
manipulated_sequences/DeepFakeDetection/c23/videos/23_24__talking_against_wall__YR5OVD4S.mp4,fake,23_24__talking_against_wall__YR5OVD4S,train
original_sequences/youtube/c23/videos/405.mp4,real,405,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_13__talking_angry_couch__GBYWJW06.mp4,fake,03_13__talking_angry_couch__GBYWJW06,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_26__podium_speech_happy__1UEDQ3GY.mp4,fake,20_26__podium_speech_happy__1UEDQ3GY,train
manipulated_sequences/Face2Face/c23/videos/964_174.mp4,fake,964_174,train
manipulated_sequences/FaceShifter/c23/videos/650_625.mp4,fake,650_625,train
manipulated_sequences/Deepfakes/c23/videos/103_082.mp4,fake,103_082,train
manipulated_sequences/FaceSwap/c23/videos/982_004.mp4,fake,982_004,train
manipulated_sequences/NeuralTextures/c23/videos/062_066.mp4,fake,062_066,train
manipulated_sequences/DeepFakeDetection/c23/videos/13_03__kitchen_pan__GBYWJW06.mp4,fake,13_03__kitchen_pan__GBYWJW06,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_06__exit_phone_room__NMGYPBXE.mp4,fake,07_06__exit_phone_room__NMGYPBXE,train
manipulated_sequences/Face2Face/c23/videos/396_272.mp4,fake,396_272,train
manipulated_sequences/Face2Face/c23/videos/565_589.mp4,fake,565_589,train
manipulated_sequences/Deepfakes/c23/videos/045_889.mp4,fake,045_889,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,03_15__outside_talking_pan_laughing__Y11NT1YX,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_07__secret_conversation__0IYV5DQ5.mp4,fake,02_07__secret_conversation__0IYV5DQ5,train
manipulated_sequences/Deepfakes/c23/videos/965_948.mp4,fake,965_948,train
manipulated_sequences/FaceSwap/c23/videos/539_499.mp4,fake,539_499,train
manipulated_sequences/FaceShifter/c23/videos/110_043.mp4,fake,110_043,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_07__talking_against_wall__PWXXULHR.mp4,fake,03_07__talking_against_wall__PWXXULHR,train
manipulated_sequences/Face2Face/c23/videos/899_914.mp4,fake,899_914,train
manipulated_sequences/DeepFakeDetection/c23/videos/05_16__walk_down_hall_angry__4MEM6YNQ.mp4,fake,05_16__walk_down_hall_angry__4MEM6YNQ,train
manipulated_sequences/Deepfakes/c23/videos/490_534.mp4,fake,490_534,train
manipulated_sequences/Deepfakes/c23/videos/892_112.mp4,fake,892_112,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_21__hugging_happy__CRGVSDBI.mp4,fake,07_21__hugging_happy__CRGVSDBI,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_07__meeting_serious__1H07DFQJ.mp4,fake,02_07__meeting_serious__1H07DFQJ,train
manipulated_sequences/NeuralTextures/c23/videos/744_674.mp4,fake,744_674,train
manipulated_sequences/Face2Face/c23/videos/476_400.mp4,fake,476_400,train
manipulated_sequences/FaceShifter/c23/videos/537_563.mp4,fake,537_563,train
manipulated_sequences/Deepfakes/c23/videos/393_405.mp4,fake,393_405,train
manipulated_sequences/NeuralTextures/c23/videos/113_983.mp4,fake,113_983,train
manipulated_sequences/NeuralTextures/c23/videos/901_902.mp4,fake,901_902,train
manipulated_sequences/FaceSwap/c23/videos/113_983.mp4,fake,113_983,train
original_sequences/youtube/c23/videos/169.mp4,real,169,train
manipulated_sequences/Face2Face/c23/videos/438_434.mp4,fake,438_434,train
manipulated_sequences/NeuralTextures/c23/videos/686_696.mp4,fake,686_696,train
original_sequences/actors/c23/videos/11__secret_conversation.mp4,real,11__secret_conversation,train
manipulated_sequences/DeepFakeDetection/c23/videos/13_09__outside_talking_pan_laughing__6K90KFOQ.mp4,fake,13_09__outside_talking_pan_laughing__6K90KFOQ,train
manipulated_sequences/Deepfakes/c23/videos/345_259.mp4,fake,345_259,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_13__walk_down_hall_angry__X0EIIJF7.mp4,fake,15_13__walk_down_hall_angry__X0EIIJF7,train
manipulated_sequences/FaceSwap/c23/videos/764_850.mp4,fake,764_850,train
original_sequences/youtube/c23/videos/174.mp4,real,174,train
manipulated_sequences/FaceSwap/c23/videos/533_450.mp4,fake,533_450,train
manipulated_sequences/FaceShifter/c23/videos/183_253.mp4,fake,183_253,train
original_sequences/youtube/c23/videos/459.mp4,real,459,train
manipulated_sequences/FaceSwap/c23/videos/143_140.mp4,fake,143_140,train
manipulated_sequences/Face2Face/c23/videos/183_253.mp4,fake,183_253,train
original_sequences/youtube/c23/videos/674.mp4,real,674,train
manipulated_sequences/Face2Face/c23/videos/118_120.mp4,fake,118_120,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_18__exit_phone_room__22UBC0BS.mp4,fake,03_18__exit_phone_room__22UBC0BS,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_21__exit_phone_room__K7KXUHMU.mp4,fake,07_21__exit_phone_room__K7KXUHMU,train
manipulated_sequences/DeepFakeDetection/c23/videos/10_19__outside_talking_still_laughing__O2IKR6YM.mp4,fake,10_19__outside_talking_still_laughing__O2IKR6YM,train
manipulated_sequences/Face2Face/c23/videos/356_324.mp4,fake,356_324,train
original_sequences/youtube/c23/videos/259.mp4,real,259,train
manipulated_sequences/DeepFakeDetection/c23/videos/10_22__talking_angry_couch__FY7YI0AJ.mp4,fake,10_22__talking_angry_couch__FY7YI0AJ,train
manipulated_sequences/NeuralTextures/c23/videos/293_296.mp4,fake,293_296,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_15__walking_and_outside_surprised__HTG660F8.mp4,fake,02_15__walking_and_outside_surprised__HTG660F8,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_18__outside_talking_pan_laughing__22UBC0BS.mp4,fake,03_18__outside_talking_pan_laughing__22UBC0BS,train
manipulated_sequences/Deepfakes/c23/videos/418_507.mp4,fake,418_507,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_14__secret_conversation__B014BKVO.mp4,fake,20_14__secret_conversation__B014BKVO,train
manipulated_sequences/Deepfakes/c23/videos/641_662.mp4,fake,641_662,train
manipulated_sequences/Deepfakes/c23/videos/104_126.mp4,fake,104_126,train
manipulated_sequences/DeepFakeDetection/c23/videos/25_21__walking_outside_cafe_disgusted__2R46UX3R.mp4,fake,25_21__walking_outside_cafe_disgusted__2R46UX3R,train
manipulated_sequences/FaceShifter/c23/videos/273_807.mp4,fake,273_807,train
manipulated_sequences/FaceShifter/c23/videos/920_811.mp4,fake,920_811,train
manipulated_sequences/Face2Face/c23/videos/317_359.mp4,fake,317_359,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_21__hugging_happy__TEV3HIHZ.mp4,fake,03_21__hugging_happy__TEV3HIHZ,train
manipulated_sequences/NeuralTextures/c23/videos/663_231.mp4,fake,663_231,train
manipulated_sequences/NeuralTextures/c23/videos/613_685.mp4,fake,613_685,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_15__talking_against_wall__7NW4Z6WZ.mp4,fake,04_15__talking_against_wall__7NW4Z6WZ,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_09__exit_phone_room__6KUOFMZW.mp4,fake,02_09__exit_phone_room__6KUOFMZW,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_15__outside_talking_pan_laughing__99NHTFBM.mp4,fake,20_15__outside_talking_pan_laughing__99NHTFBM,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_26__meeting_serious__IE9N0ZI9.mp4,fake,27_26__meeting_serious__IE9N0ZI9,train
manipulated_sequences/FaceSwap/c23/videos/874_291.mp4,fake,874_291,train
manipulated_sequences/NeuralTextures/c23/videos/971_564.mp4,fake,971_564,train
manipulated_sequences/NeuralTextures/c23/videos/854_747.mp4,fake,854_747,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_13__walking_down_street_outside_angry__X0EIIJF7.mp4,fake,15_13__walking_down_street_outside_angry__X0EIIJF7,train
original_sequences/youtube/c23/videos/560.mp4,real,560,train
manipulated_sequences/DeepFakeDetection/c23/videos/21_11__walking_down_street_outside_angry__USLHUQDI.mp4,fake,21_11__walking_down_street_outside_angry__USLHUQDI,train
manipulated_sequences/DeepFakeDetection/c23/videos/12_26__secret_conversation__LI63E4TS.mp4,fake,12_26__secret_conversation__LI63E4TS,train
manipulated_sequences/Deepfakes/c23/videos/175_159.mp4,fake,175_159,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_26__walk_down_hall_angry__C9VUQS9O.mp4,fake,18_26__walk_down_hall_angry__C9VUQS9O,train
manipulated_sequences/Deepfakes/c23/videos/450_533.mp4,fake,450_533,train
manipulated_sequences/NeuralTextures/c23/videos/371_367.mp4,fake,371_367,train
manipulated_sequences/Deepfakes/c23/videos/532_544.mp4,fake,532_544,train
original_sequences/actors/c23/videos/02__hugging_happy.mp4,real,02__hugging_happy,train
manipulated_sequences/FaceShifter/c23/videos/593_577.mp4,fake,593_577,train
manipulated_sequences/FaceSwap/c23/videos/170_186.mp4,fake,170_186,train
manipulated_sequences/DeepFakeDetection/c23/videos/21_09__walking_outside_cafe_disgusted__J7SQKGUR.mp4,fake,21_09__walking_outside_cafe_disgusted__J7SQKGUR,train
original_sequences/youtube/c23/videos/649.mp4,real,649,train
original_sequences/youtube/c23/videos/656.mp4,real,656,train
manipulated_sequences/FaceShifter/c23/videos/619_620.mp4,fake,619_620,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_14__exit_phone_room__0YRBHIKG.mp4,fake,18_14__exit_phone_room__0YRBHIKG,train
manipulated_sequences/FaceShifter/c23/videos/594_530.mp4,fake,594_530,train
original_sequences/actors/c23/videos/28__outside_talking_pan_laughing.mp4,real,28__outside_talking_pan_laughing,train
manipulated_sequences/FaceSwap/c23/videos/883_013.mp4,fake,883_013,train
manipulated_sequences/NeuralTextures/c23/videos/783_916.mp4,fake,783_916,train
original_sequences/actors/c23/videos/16__exit_phone_room.mp4,real,16__exit_phone_room,train
manipulated_sequences/FaceSwap/c23/videos/020_344.mp4,fake,020_344,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_03__walking_down_street_outside_angry__L0GHYIFS.mp4,fake,14_03__walking_down_street_outside_angry__L0GHYIFS,train
manipulated_sequences/DeepFakeDetection/c23/videos/10_19__walking_outside_cafe_disgusted__FFXB67PI.mp4,fake,10_19__walking_outside_cafe_disgusted__FFXB67PI,train
manipulated_sequences/Deepfakes/c23/videos/765_867.mp4,fake,765_867,train
manipulated_sequences/DeepFakeDetection/c23/videos/06_26__walking_outside_cafe_disgusted__L5BVR5L9.mp4,fake,06_26__walking_outside_cafe_disgusted__L5BVR5L9,train
manipulated_sequences/Deepfakes/c23/videos/728_673.mp4,fake,728_673,train
manipulated_sequences/Face2Face/c23/videos/981_985.mp4,fake,981_985,train
manipulated_sequences/Face2Face/c23/videos/724_725.mp4,fake,724_725,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_13__outside_talking_pan_laughing__C50CSOEX.mp4,fake,20_13__outside_talking_pan_laughing__C50CSOEX,train
manipulated_sequences/Deepfakes/c23/videos/038_125.mp4,fake,038_125,train
manipulated_sequences/Face2Face/c23/videos/592_500.mp4,fake,592_500,train
manipulated_sequences/NeuralTextures/c23/videos/219_220.mp4,fake,219_220,train
manipulated_sequences/FaceSwap/c23/videos/609_596.mp4,fake,609_596,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_03__kitchen_still__BKLOCI1M.mp4,fake,07_03__kitchen_still__BKLOCI1M,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_09__talking_angry_couch__6TEK3ZX0.mp4,fake,14_09__talking_angry_couch__6TEK3ZX0,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_07__walking_and_outside_surprised__UH60ROEK.mp4,fake,02_07__walking_and_outside_surprised__UH60ROEK,train
manipulated_sequences/Deepfakes/c23/videos/514_443.mp4,fake,514_443,train
manipulated_sequences/Face2Face/c23/videos/616_614.mp4,fake,616_614,train
manipulated_sequences/NeuralTextures/c23/videos/650_625.mp4,fake,650_625,train
manipulated_sequences/FaceSwap/c23/videos/111_094.mp4,fake,111_094,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_25__meeting_serious__GNIMW95Z.mp4,fake,27_25__meeting_serious__GNIMW95Z,train
manipulated_sequences/FaceSwap/c23/videos/217_117.mp4,fake,217_117,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_06__walking_and_outside_surprised__VN14WY2N.mp4,fake,27_06__walking_and_outside_surprised__VN14WY2N,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_14__meeting_serious__PLCQJM81.mp4,fake,03_14__meeting_serious__PLCQJM81,train
manipulated_sequences/DeepFakeDetection/c23/videos/12_13__podium_speech_happy__2TM4IFSF.mp4,fake,12_13__podium_speech_happy__2TM4IFSF,train
manipulated_sequences/FaceSwap/c23/videos/310_196.mp4,fake,310_196,train
original_sequences/youtube/c23/videos/392.mp4,real,392,train
manipulated_sequences/FaceSwap/c23/videos/775_742.mp4,fake,775_742,train
original_sequences/youtube/c23/videos/271.mp4,real,271,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_01__walk_down_hall_angry__FW94AIMJ.mp4,fake,20_01__walk_down_hall_angry__FW94AIMJ,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_11__meeting_serious__9OM3VE0Y.mp4,fake,01_11__meeting_serious__9OM3VE0Y,train
manipulated_sequences/FaceSwap/c23/videos/302_323.mp4,fake,302_323,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_07__outside_talking_still_laughing__P9QFO50U.mp4,fake,14_07__outside_talking_still_laughing__P9QFO50U,train
manipulated_sequences/DeepFakeDetection/c23/videos/21_07__walking_down_indoor_hall_disgust__K7KXUHMU.mp4,fake,21_07__walking_down_indoor_hall_disgust__K7KXUHMU,train
manipulated_sequences/Deepfakes/c23/videos/421_423.mp4,fake,421_423,train
manipulated_sequences/DeepFakeDetection/c23/videos/23_19__talking_angry_couch__D1K19NUP.mp4,fake,23_19__talking_angry_couch__D1K19NUP,train
original_sequences/youtube/c23/videos/059.mp4,real,059,train
manipulated_sequences/FaceShifter/c23/videos/095_053.mp4,fake,095_053,train
manipulated_sequences/FaceShifter/c23/videos/250_461.mp4,fake,250_461,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_06__outside_talking_pan_laughing__8U9ULZDT.mp4,fake,14_06__outside_talking_pan_laughing__8U9ULZDT,train
manipulated_sequences/FaceSwap/c23/videos/714_842.mp4,fake,714_842,train
manipulated_sequences/NeuralTextures/c23/videos/946_049.mp4,fake,946_049,train
manipulated_sequences/DeepFakeDetection/c23/videos/24_19__walking_outside_cafe_disgusted__NPZW2Z9L.mp4,fake,24_19__walking_outside_cafe_disgusted__NPZW2Z9L,train
original_sequences/actors/c23/videos/12__talking_against_wall.mp4,real,12__talking_against_wall,train
original_sequences/youtube/c23/videos/848.mp4,real,848,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_27__walk_down_hall_angry__BSOLX3SI.mp4,fake,18_27__walk_down_hall_angry__BSOLX3SI,train
manipulated_sequences/DeepFakeDetection/c23/videos/25_12__walking_down_street_outside_angry__MA71PDNV.mp4,fake,25_12__walking_down_street_outside_angry__MA71PDNV,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_07__hugging_happy__VOX29AK0.mp4,fake,14_07__hugging_happy__VOX29AK0,train
manipulated_sequences/Deepfakes/c23/videos/981_985.mp4,fake,981_985,train
manipulated_sequences/NeuralTextures/c23/videos/679_665.mp4,fake,679_665,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_02__podium_speech_happy__XNJIS4S3.mp4,fake,15_02__podium_speech_happy__XNJIS4S3,train
original_sequences/youtube/c23/videos/888.mp4,real,888,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_15__secret_conversation__46TJ9IOJ.mp4,fake,04_15__secret_conversation__46TJ9IOJ,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_14__walking_outside_cafe_disgusted__0KSONKQ2.mp4,fake,27_14__walking_outside_cafe_disgusted__0KSONKQ2,train
original_sequences/youtube/c23/videos/218.mp4,real,218,train
original_sequences/youtube/c23/videos/775.mp4,real,775,train
manipulated_sequences/NeuralTextures/c23/videos/462_467.mp4,fake,462_467,train
manipulated_sequences/FaceSwap/c23/videos/822_244.mp4,fake,822_244,train
manipulated_sequences/NeuralTextures/c23/videos/934_918.mp4,fake,934_918,train
manipulated_sequences/FaceSwap/c23/videos/330_162.mp4,fake,330_162,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_02__outside_talking_pan_laughing__3IUBEKCT.mp4,fake,14_02__outside_talking_pan_laughing__3IUBEKCT,train
manipulated_sequences/FaceSwap/c23/videos/045_889.mp4,fake,045_889,train
manipulated_sequences/Face2Face/c23/videos/009_027.mp4,fake,009_027,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_26__outside_talking_pan_laughing__KGFLR0PH.mp4,fake,20_26__outside_talking_pan_laughing__KGFLR0PH,train
manipulated_sequences/Deepfakes/c23/videos/255_214.mp4,fake,255_214,train
manipulated_sequences/Face2Face/c23/videos/247_229.mp4,fake,247_229,train
manipulated_sequences/DeepFakeDetection/c23/videos/09_11__podium_speech_happy__INNOT5UE.mp4,fake,09_11__podium_speech_happy__INNOT5UE,train
original_sequences/youtube/c23/videos/205.mp4,real,205,train
manipulated_sequences/Deepfakes/c23/videos/949_868.mp4,fake,949_868,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_02__walking_outside_cafe_disgusted__P2FAY3DR.mp4,fake,15_02__walking_outside_cafe_disgusted__P2FAY3DR,train
manipulated_sequences/Face2Face/c23/videos/985_981.mp4,fake,985_981,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_18__walking_outside_cafe_disgusted__6SB2BR0A.mp4,fake,14_18__walking_outside_cafe_disgusted__6SB2BR0A,train
manipulated_sequences/Face2Face/c23/videos/757_573.mp4,fake,757_573,train
manipulated_sequences/FaceSwap/c23/videos/932_384.mp4,fake,932_384,train
manipulated_sequences/FaceSwap/c23/videos/261_254.mp4,fake,261_254,train
manipulated_sequences/FaceSwap/c23/videos/356_324.mp4,fake,356_324,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_09__outside_talking_still_laughing__98NUQ3E6.mp4,fake,20_09__outside_talking_still_laughing__98NUQ3E6,train
original_sequences/youtube/c23/videos/975.mp4,real,975,train
manipulated_sequences/Deepfakes/c23/videos/034_590.mp4,fake,034_590,train
manipulated_sequences/NeuralTextures/c23/videos/071_054.mp4,fake,071_054,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_26__kitchen_pan__SU8SAHTT.mp4,fake,14_26__kitchen_pan__SU8SAHTT,train
manipulated_sequences/FaceSwap/c23/videos/438_434.mp4,fake,438_434,train
manipulated_sequences/FaceSwap/c23/videos/842_714.mp4,fake,842_714,train
original_sequences/actors/c23/videos/12__exit_phone_room.mp4,real,12__exit_phone_room,train
manipulated_sequences/Face2Face/c23/videos/435_456.mp4,fake,435_456,train
manipulated_sequences/Deepfakes/c23/videos/595_597.mp4,fake,595_597,train
manipulated_sequences/Face2Face/c23/videos/481_469.mp4,fake,481_469,train
manipulated_sequences/DeepFakeDetection/c23/videos/25_21__outside_talking_pan_laughing__2R46UX3R.mp4,fake,25_21__outside_talking_pan_laughing__2R46UX3R,train
manipulated_sequences/FaceSwap/c23/videos/187_234.mp4,fake,187_234,train
manipulated_sequences/FaceSwap/c23/videos/638_640.mp4,fake,638_640,train
manipulated_sequences/NeuralTextures/c23/videos/737_719.mp4,fake,737_719,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_03__walk_down_hall_angry__22UBC0BS.mp4,fake,18_03__walk_down_hall_angry__22UBC0BS,train
manipulated_sequences/DeepFakeDetection/c23/videos/28_16__podium_speech_happy__ZA8XJIE9.mp4,fake,28_16__podium_speech_happy__ZA8XJIE9,train
manipulated_sequences/Deepfakes/c23/videos/315_322.mp4,fake,315_322,train
manipulated_sequences/FaceShifter/c23/videos/072_037.mp4,fake,072_037,train
manipulated_sequences/Face2Face/c23/videos/052_108.mp4,fake,052_108,train
manipulated_sequences/FaceSwap/c23/videos/487_477.mp4,fake,487_477,train
original_sequences/youtube/c23/videos/319.mp4,real,319,train
manipulated_sequences/FaceShifter/c23/videos/473_366.mp4,fake,473_366,train
manipulated_sequences/FaceSwap/c23/videos/671_677.mp4,fake,671_677,train
manipulated_sequences/FaceSwap/c23/videos/084_042.mp4,fake,084_042,train
