video_path,label,subject
Celeb-synthesis/id21_id30_0009.mp4,fake,id21
Celeb-real/id60_0009.mp4,real,id60
Celeb-real/id24_0008.mp4,real,id24
Celeb-synthesis/id45_id44_0007.mp4,fake,id45
Celeb-synthesis/id29_id33_0002.mp4,fake,id29
Celeb-synthesis/id10_id7_0005.mp4,fake,id10
Celeb-synthesis/id33_id20_0009.mp4,fake,id33
Celeb-synthesis/id29_id28_0007.mp4,fake,id29
Celeb-synthesis/id49_id50_0001.mp4,fake,id49
Celeb-synthesis/id38_id31_0006.mp4,fake,id38
Celeb-synthesis/id28_id31_0001.mp4,fake,id28
Celeb-synthesis/id45_id46_0009.mp4,fake,id45
Celeb-synthesis/id30_id29_0002.mp4,fake,id30
Celeb-synthesis/id21_id2_0009.mp4,fake,id21
Celeb-synthesis/id55_id50_0005.mp4,fake,id55
Celeb-synthesis/id33_id34_0006.mp4,fake,id33
Celeb-synthesis/id39_id45_0005.mp4,fake,id39
Celeb-synthesis/id7_id11_0001.mp4,fake,id7
Celeb-real/id26_0009.mp4,real,id26
Celeb-real/id49_0004.mp4,real,id49
Celeb-synthesis/id40_id43_0006.mp4,fake,id40
Celeb-real/id29_0000.mp4,real,id29
Celeb-synthesis/id3_id17_0008.mp4,fake,id3
Celeb-synthesis/id26_id1_0000.mp4,fake,id26
Celeb-real/id54_0006.mp4,real,id54
YouTube-real/00124.mp4,real,hash_e448134964
Celeb-synthesis/id45_id44_0002.mp4,fake,id45
Celeb-synthesis/id31_id35_0006.mp4,fake,id31
Celeb-synthesis/id17_id0_0005.mp4,fake,id17
Celeb-synthesis/id17_id20_0001.mp4,fake,id17
Celeb-synthesis/id51_id54_0005.mp4,fake,id51
Celeb-synthesis/id37_id9_0003.mp4,fake,id37
Celeb-synthesis/id31_id29_0006.mp4,fake,id31
Celeb-synthesis/id33_id26_0001.mp4,fake,id33
Celeb-synthesis/id41_id47_0008.mp4,fake,id41
Celeb-synthesis/id28_id2_0000.mp4,fake,id28
Celeb-synthesis/id27_id28_0001.mp4,fake,id27
Celeb-synthesis/id56_id50_0002.mp4,fake,id56
Celeb-synthesis/id17_id0_0001.mp4,fake,id17
Celeb-synthesis/id9_id23_0006.mp4,fake,id9
Celeb-real/id23_0000.mp4,real,id23
Celeb-synthesis/id26_id30_0002.mp4,fake,id26
Celeb-synthesis/id1_id9_0000.mp4,fake,id1
Celeb-synthesis/id50_id53_0006.mp4,fake,id50
Celeb-real/id51_0002.mp4,real,id51
Celeb-synthesis/id23_id28_0000.mp4,fake,id23
Celeb-synthesis/id33_id35_0008.mp4,fake,id33
Celeb-synthesis/id2_id26_0001.mp4,fake,id2
Celeb-synthesis/id6_id2_0008.mp4,fake,id6
Celeb-synthesis/id45_id40_0008.mp4,fake,id45
Celeb-synthesis/id17_id31_0007.mp4,fake,id17
Celeb-real/id50_0007.mp4,real,id50
Celeb-synthesis/id31_id37_0001.mp4,fake,id31
Celeb-synthesis/id58_id54_0007.mp4,fake,id58
Celeb-real/id29_0008.mp4,real,id29
Celeb-synthesis/id16_id28_0002.mp4,fake,id16
Celeb-synthesis/id16_id31_0010.mp4,fake,id16
Celeb-synthesis/id54_id53_0009.mp4,fake,id54
Celeb-synthesis/id50_id51_0003.mp4,fake,id50
Celeb-synthesis/id23_id37_0001.mp4,fake,id23
Celeb-synthesis/id27_id21_0001.mp4,fake,id27
Celeb-real/id27_0006.mp4,real,id27
Celeb-synthesis/id6_id28_0007.mp4,fake,id6
Celeb-synthesis/id56_id50_0008.mp4,fake,id56
Celeb-synthesis/id38_id29_0007.mp4,fake,id38
Celeb-synthesis/id55_id49_0003.mp4,fake,id55
Celeb-real/id29_0001.mp4,real,id29
YouTube-real/00179.mp4,real,hash_de7b4bcd87
Celeb-synthesis/id41_id42_0002.mp4,fake,id41
Celeb-synthesis/id60_id61_0004.mp4,fake,id60
Celeb-synthesis/id6_id28_0000.mp4,fake,id6
Celeb-real/id0_0004.mp4,real,id0
Celeb-synthesis/id17_id23_0001.mp4,fake,id17
Celeb-synthesis/id17_id21_0003.mp4,fake,id17
Celeb-synthesis/id1_id20_0000.mp4,fake,id1
Celeb-synthesis/id3_id6_0007.mp4,fake,id3
Celeb-synthesis/id52_id49_0006.mp4,fake,id52
Celeb-synthesis/id33_id37_0002.mp4,fake,id33
Celeb-synthesis/id39_id42_0006.mp4,fake,id39
Celeb-synthesis/id28_id3_0007.mp4,fake,id28
Celeb-synthesis/id31_id21_0008.mp4,fake,id31
Celeb-synthesis/id8_id0_0007.mp4,fake,id8
Celeb-synthesis/id16_id30_0012.mp4,fake,id16
Celeb-synthesis/id1_id9_0004.mp4,fake,id1
Celeb-synthesis/id20_id17_0004.mp4,fake,id20
Celeb-real/id48_0003.mp4,real,id48
Celeb-synthesis/id55_id57_0005.mp4,fake,id55
Celeb-synthesis/id17_id37_0005.mp4,fake,id17
Celeb-synthesis/id33_id37_0001.mp4,fake,id33
YouTube-real/00239.mp4,real,hash_4350ef2626
Celeb-synthesis/id35_id1_0002.mp4,fake,id35
Celeb-synthesis/id35_id32_0004.mp4,fake,id35
Celeb-synthesis/id40_id45_0002.mp4,fake,id40
Celeb-synthesis/id9_id26_0007.mp4,fake,id9
Celeb-synthesis/id20_id2_0005.mp4,fake,id20
Celeb-synthesis/id33_id26_0002.mp4,fake,id33
Celeb-synthesis/id43_id42_0008.mp4,fake,id43
Celeb-synthesis/id9_id21_0005.mp4,fake,id9
Celeb-synthesis/id33_id38_0001.mp4,fake,id33
Celeb-synthesis/id53_id54_0004.mp4,fake,id53
Celeb-synthesis/id21_id3_0005.mp4,fake,id21
Celeb-synthesis/id43_id42_0001.mp4,fake,id43
Celeb-synthesis/id9_id35_0000.mp4,fake,id9
Celeb-synthesis/id3_id31_0003.mp4,fake,id3
Celeb-synthesis/id17_id28_0004.mp4,fake,id17
Celeb-synthesis/id3_id37_0002.mp4,fake,id3
Celeb-real/id6_0007.mp4,real,id6
Celeb-synthesis/id28_id21_0001.mp4,fake,id28
Celeb-synthesis/id35_id6_0002.mp4,fake,id35
Celeb-synthesis/id22_id28_0008.mp4,fake,id22
Celeb-synthesis/id35_id32_0008.mp4,fake,id35
Celeb-synthesis/id24_id20_0009.mp4,fake,id24
Celeb-synthesis/id6_id30_0008.mp4,fake,id6
Celeb-synthesis/id41_id43_0008.mp4,fake,id41
Celeb-synthesis/id23_id31_0001.mp4,fake,id23
Celeb-real/id24_0007.mp4,real,id24
Celeb-synthesis/id4_id26_0003.mp4,fake,id4
Celeb-synthesis/id2_id16_0005.mp4,fake,id2
Celeb-synthesis/id29_id26_0008.mp4,fake,id29
Celeb-real/id34_0005.mp4,real,id34
Celeb-synthesis/id6_id21_0006.mp4,fake,id6
Celeb-synthesis/id9_id3_0002.mp4,fake,id9
Celeb-synthesis/id39_id44_0006.mp4,fake,id39
Celeb-synthesis/id35_id32_0000.mp4,fake,id35
Celeb-synthesis/id55_id50_0004.mp4,fake,id55
Celeb-synthesis/id47_id43_0005.mp4,fake,id47
Celeb-synthesis/id40_id42_0009.mp4,fake,id40
Celeb-synthesis/id26_id0_0004.mp4,fake,id26
Celeb-synthesis/id0_id3_0008.mp4,fake,id0
Celeb-synthesis/id23_id34_0002.mp4,fake,id23
Celeb-synthesis/id23_id4_0005.mp4,fake,id23
Celeb-synthesis/id46_id47_0009.mp4,fake,id46
Celeb-synthesis/id12_id7_0005.mp4,fake,id12
Celeb-real/id8_0001.mp4,real,id8
Celeb-synthesis/id59_id61_0005.mp4,fake,id59
Celeb-synthesis/id3_id37_0003.mp4,fake,id3
Celeb-synthesis/id58_id51_0008.mp4,fake,id58
Celeb-real/id43_0001.mp4,real,id43
Celeb-synthesis/id47_id41_0002.mp4,fake,id47
Celeb-synthesis/id34_id35_0009.mp4,fake,id34
Celeb-synthesis/id46_id43_0007.mp4,fake,id46
Celeb-synthesis/id34_id31_0005.mp4,fake,id34
Celeb-synthesis/id26_id27_0001.mp4,fake,id26
Celeb-synthesis/id51_id56_0006.mp4,fake,id51
Celeb-synthesis/id51_id54_0004.mp4,fake,id51
Celeb-synthesis/id41_id40_0008.mp4,fake,id41
Celeb-synthesis/id25_id22_0008.mp4,fake,id25
Celeb-synthesis/id30_id20_0006.mp4,fake,id30
Celeb-synthesis/id58_id49_0007.mp4,fake,id58
Celeb-synthesis/id33_id31_0007.mp4,fake,id33
Celeb-synthesis/id3_id6_0005.mp4,fake,id3
Celeb-synthesis/id13_id10_0003.mp4,fake,id13
Celeb-synthesis/id16_id6_0000.mp4,fake,id16
Celeb-synthesis/id20_id6_0008.mp4,fake,id20
Celeb-synthesis/id38_id33_0003.mp4,fake,id38
Celeb-synthesis/id20_id28_0002.mp4,fake,id20
Celeb-synthesis/id35_id21_0009.mp4,fake,id35
Celeb-synthesis/id1_id2_0006.mp4,fake,id1
Celeb-real/id11_0009.mp4,real,id11
Celeb-synthesis/id55_id51_0006.mp4,fake,id55
Celeb-synthesis/id40_id41_0005.mp4,fake,id40
Celeb-synthesis/id42_id40_0003.mp4,fake,id42
Celeb-synthesis/id44_id45_0001.mp4,fake,id44
Celeb-synthesis/id17_id0_0004.mp4,fake,id17
Celeb-synthesis/id0_id3_0009.mp4,fake,id0
Celeb-synthesis/id28_id23_0008.mp4,fake,id28
Celeb-synthesis/id56_id51_0005.mp4,fake,id56
Celeb-synthesis/id40_id39_0008.mp4,fake,id40
Celeb-synthesis/id21_id24_0002.mp4,fake,id21
Celeb-synthesis/id1_id23_0007.mp4,fake,id1
Celeb-synthesis/id3_id16_0009.mp4,fake,id3
Celeb-synthesis/id1_id9_0003.mp4,fake,id1
Celeb-synthesis/id56_id52_0007.mp4,fake,id56
Celeb-synthesis/id35_id4_0000.mp4,fake,id35
Celeb-synthesis/id2_id23_0000.mp4,fake,id2
Celeb-synthesis/id23_id20_0005.mp4,fake,id23
Celeb-synthesis/id20_id9_0003.mp4,fake,id20
Celeb-synthesis/id17_id3_0003.mp4,fake,id17
Celeb-synthesis/id43_id39_0000.mp4,fake,id43
Celeb-synthesis/id3_id17_0003.mp4,fake,id3
Celeb-synthesis/id1_id23_0005.mp4,fake,id1
Celeb-synthesis/id0_id20_0007.mp4,fake,id0
Celeb-synthesis/id21_id19_0005.mp4,fake,id21
Celeb-synthesis/id33_id23_0006.mp4,fake,id33
Celeb-synthesis/id45_id40_0001.mp4,fake,id45
Celeb-synthesis/id24_id21_0005.mp4,fake,id24
Celeb-synthesis/id52_id49_0008.mp4,fake,id52
Celeb-synthesis/id47_id46_0005.mp4,fake,id47
Celeb-synthesis/id21_id20_0002.mp4,fake,id21
Celeb-synthesis/id20_id24_0005.mp4,fake,id20
Celeb-synthesis/id23_id2_0007.mp4,fake,id23
YouTube-real/00168.mp4,real,hash_b7293f77bd
Celeb-synthesis/id3_id23_0006.mp4,fake,id3
Celeb-synthesis/id37_id32_0000.mp4,fake,id37
Celeb-synthesis/id34_id26_0005.mp4,fake,id34
Celeb-synthesis/id20_id24_0003.mp4,fake,id20
Celeb-synthesis/id21_id29_0008.mp4,fake,id21
Celeb-synthesis/id35_id4_0003.mp4,fake,id35
Celeb-synthesis/id23_id32_0000.mp4,fake,id23
Celeb-synthesis/id26_id34_0006.mp4,fake,id26
Celeb-synthesis/id55_id49_0008.mp4,fake,id55
Celeb-synthesis/id17_id30_0006.mp4,fake,id17
Celeb-synthesis/id54_id57_0004.mp4,fake,id54
Celeb-synthesis/id43_id45_0003.mp4,fake,id43
Celeb-synthesis/id3_id4_0001.mp4,fake,id3
Celeb-synthesis/id35_id30_0009.mp4,fake,id35
Celeb-synthesis/id58_id57_0001.mp4,fake,id58
Celeb-synthesis/id23_id38_0001.mp4,fake,id23
Celeb-synthesis/id3_id17_0000.mp4,fake,id3
Celeb-synthesis/id21_id19_0002.mp4,fake,id21
Celeb-synthesis/id47_id46_0007.mp4,fake,id47
Celeb-synthesis/id16_id20_0002.mp4,fake,id16
Celeb-synthesis/id33_id37_0009.mp4,fake,id33
Celeb-synthesis/id16_id37_0003.mp4,fake,id16
Celeb-synthesis/id16_id9_0011.mp4,fake,id16
Celeb-synthesis/id61_id60_0006.mp4,fake,id61
Celeb-synthesis/id26_id2_0009.mp4,fake,id26
Celeb-synthesis/id7_id11_0000.mp4,fake,id7
Celeb-synthesis/id37_id6_0005.mp4,fake,id37
Celeb-synthesis/id37_id32_0004.mp4,fake,id37
Celeb-synthesis/id34_id31_0002.mp4,fake,id34
Celeb-synthesis/id50_id55_0003.mp4,fake,id50
Celeb-synthesis/id31_id1_0006.mp4,fake,id31
Celeb-synthesis/id3_id30_0007.mp4,fake,id3
Celeb-real/id10_0008.mp4,real,id10
Celeb-real/id42_0000.mp4,real,id42
Celeb-real/id57_0000.mp4,real,id57
Celeb-synthesis/id20_id1_0005.mp4,fake,id20
Celeb-synthesis/id39_id43_0006.mp4,fake,id39
Celeb-synthesis/id37_id4_0006.mp4,fake,id37
Celeb-synthesis/id1_id31_0005.mp4,fake,id1
Celeb-synthesis/id4_id6_0006.mp4,fake,id4
Celeb-synthesis/id24_id22_0007.mp4,fake,id24
Celeb-synthesis/id23_id2_0005.mp4,fake,id23
Celeb-synthesis/id47_id48_0007.mp4,fake,id47
Celeb-real/id7_0004.mp4,real,id7
Celeb-synthesis/id45_id46_0004.mp4,fake,id45
Celeb-synthesis/id54_id55_0008.mp4,fake,id54
Celeb-synthesis/id39_id47_0007.mp4,fake,id39
Celeb-synthesis/id25_id26_0006.mp4,fake,id25
Celeb-synthesis/id35_id17_0006.mp4,fake,id35
Celeb-synthesis/id2_id3_0004.mp4,fake,id2
Celeb-synthesis/id16_id2_0003.mp4,fake,id16
Celeb-synthesis/id56_id55_0001.mp4,fake,id56
Celeb-synthesis/id21_id25_0002.mp4,fake,id21
Celeb-real/id52_0006.mp4,real,id52
Celeb-synthesis/id1_id6_0007.mp4,fake,id1
Celeb-synthesis/id26_id38_0004.mp4,fake,id26
Celeb-synthesis/id28_id2_0003.mp4,fake,id28
Celeb-synthesis/id56_id52_0000.mp4,fake,id56
Celeb-synthesis/id9_id2_0004.mp4,fake,id9
Celeb-synthesis/id0_id17_0006.mp4,fake,id0
Celeb-real/id55_0003.mp4,real,id55
Celeb-synthesis/id52_id54_0002.mp4,fake,id52
Celeb-synthesis/id1_id2_0002.mp4,fake,id1
Celeb-synthesis/id0_id17_0000.mp4,fake,id0
Celeb-real/id13_0001.mp4,real,id13
Celeb-synthesis/id37_id31_0001.mp4,fake,id37
YouTube-real/00097.mp4,real,hash_193b7a488b
Celeb-synthesis/id21_id30_0007.mp4,fake,id21
Celeb-synthesis/id2_id16_0004.mp4,fake,id2
Celeb-synthesis/id61_id5_0006.mp4,fake,id61
Celeb-synthesis/id19_id20_0004.mp4,fake,id19
Celeb-synthesis/id37_id3_0006.mp4,fake,id37
Celeb-synthesis/id33_id32_0001.mp4,fake,id33
Celeb-synthesis/id59_id61_0004.mp4,fake,id59
Celeb-synthesis/id46_id43_0002.mp4,fake,id46
Celeb-synthesis/id3_id17_0005.mp4,fake,id3
Celeb-synthesis/id16_id28_0003.mp4,fake,id16
Celeb-synthesis/id46_id47_0003.mp4,fake,id46
Celeb-synthesis/id46_id39_0002.mp4,fake,id46
Celeb-real/id10_0001.mp4,real,id10
Celeb-synthesis/id39_id48_0007.mp4,fake,id39
YouTube-real/00271.mp4,real,hash_8f91e1fb69
Celeb-synthesis/id2_id20_0002.mp4,fake,id2
Celeb-synthesis/id60_id61_0007.mp4,fake,id60
Celeb-synthesis/id29_id35_0007.mp4,fake,id29
Celeb-synthesis/id35_id3_0009.mp4,fake,id35
Celeb-synthesis/id40_id44_0002.mp4,fake,id40
Celeb-real/id8_0007.mp4,real,id8
Celeb-synthesis/id35_id33_0008.mp4,fake,id35
Celeb-synthesis/id56_id52_0008.mp4,fake,id56
Celeb-synthesis/id28_id35_0008.mp4,fake,id28
Celeb-synthesis/id48_id44_0002.mp4,fake,id48
Celeb-synthesis/id6_id23_0007.mp4,fake,id6
YouTube-real/00261.mp4,real,hash_d71ea95b8b
Celeb-synthesis/id23_id25_0000.mp4,fake,id23
YouTube-real/00042.mp4,real,hash_8657761e56
Celeb-synthesis/id4_id23_0008.mp4,fake,id4
Celeb-synthesis/id24_id28_0008.mp4,fake,id24
Celeb-synthesis/id28_id34_0005.mp4,fake,id28
Celeb-real/id2_0009.mp4,real,id2
Celeb-synthesis/id51_id54_0000.mp4,fake,id51
Celeb-synthesis/id21_id28_0002.mp4,fake,id21
Celeb-synthesis/id50_id53_0007.mp4,fake,id50
Celeb-synthesis/id37_id26_0005.mp4,fake,id37
Celeb-synthesis/id39_id48_0006.mp4,fake,id39
Celeb-synthesis/id2_id21_0008.mp4,fake,id2
YouTube-real/00022.mp4,real,hash_6650a53030
Celeb-synthesis/id49_id54_0000.mp4,fake,id49
Celeb-synthesis/id56_id49_0002.mp4,fake,id56
Celeb-synthesis/id58_id51_0002.mp4,fake,id58
Celeb-synthesis/id28_id20_0000.mp4,fake,id28
Celeb-synthesis/id40_id42_0001.mp4,fake,id40
Celeb-synthesis/id27_id21_0006.mp4,fake,id27
Celeb-synthesis/id33_id37_0004.mp4,fake,id33
YouTube-real/00268.mp4,real,hash_f370cacb38
Celeb-synthesis/id39_id40_0004.mp4,fake,id39
Celeb-real/id10_0000.mp4,real,id10
Celeb-synthesis/id3_id35_0006.mp4,fake,id3
Celeb-synthesis/id23_id19_0003.mp4,fake,id23
Celeb-synthesis/id33_id30_0004.mp4,fake,id33
Celeb-synthesis/id51_id57_0004.mp4,fake,id51
Celeb-synthesis/id37_id26_0009.mp4,fake,id37
Celeb-synthesis/id35_id34_0009.mp4,fake,id35
Celeb-synthesis/id54_id51_0000.mp4,fake,id54
YouTube-real/00036.mp4,real,hash_55a37f3a95
Celeb-synthesis/id54_id56_0003.mp4,fake,id54
Celeb-synthesis/id17_id28_0005.mp4,fake,id17
Celeb-synthesis/id52_id54_0006.mp4,fake,id52
Celeb-synthesis/id16_id17_0007.mp4,fake,id16
YouTube-real/00235.mp4,real,hash_68eed6601e
Celeb-synthesis/id4_id35_0005.mp4,fake,id4
Celeb-synthesis/id16_id31_0013.mp4,fake,id16
Celeb-synthesis/id19_id22_0004.mp4,fake,id19
Celeb-synthesis/id29_id26_0007.mp4,fake,id29
Celeb-synthesis/id26_id2_0004.mp4,fake,id26
Celeb-synthesis/id30_id20_0000.mp4,fake,id30
Celeb-synthesis/id56_id50_0005.mp4,fake,id56
Celeb-synthesis/id28_id4_0008.mp4,fake,id28
Celeb-synthesis/id25_id22_0010.mp4,fake,id25
Celeb-real/id51_0005.mp4,real,id51
Celeb-real/id53_0000.mp4,real,id53
Celeb-synthesis/id42_id39_0001.mp4,fake,id42
Celeb-synthesis/id3_id21_0000.mp4,fake,id3
Celeb-synthesis/id9_id3_0007.mp4,fake,id9
Celeb-synthesis/id55_id49_0000.mp4,fake,id55
Celeb-synthesis/id3_id31_0008.mp4,fake,id3
Celeb-real/id36_0005.mp4,real,id36
Celeb-synthesis/id49_id54_0002.mp4,fake,id49
Celeb-synthesis/id46_id40_0009.mp4,fake,id46
Celeb-synthesis/id28_id34_0006.mp4,fake,id28
Celeb-synthesis/id26_id17_0008.mp4,fake,id26
Celeb-synthesis/id1_id6_0001.mp4,fake,id1
Celeb-synthesis/id37_id31_0006.mp4,fake,id37
Celeb-synthesis/id20_id27_0001.mp4,fake,id20
Celeb-synthesis/id0_id21_0000.mp4,fake,id0
YouTube-real/00094.mp4,real,hash_eac4da0ccb
Celeb-synthesis/id37_id17_0002.mp4,fake,id37
Celeb-synthesis/id35_id16_0007.mp4,fake,id35
YouTube-real/00288.mp4,real,hash_bae795a8db
Celeb-synthesis/id21_id33_0005.mp4,fake,id21
Celeb-synthesis/id34_id31_0003.mp4,fake,id34
Celeb-synthesis/id24_id28_0002.mp4,fake,id24
Celeb-synthesis/id1_id3_0004.mp4,fake,id1
Celeb-synthesis/id30_id37_0003.mp4,fake,id30
YouTube-real/00145.mp4,real,hash_4bfb428e79
Celeb-synthesis/id30_id28_0004.mp4,fake,id30
Celeb-synthesis/id47_id42_0003.mp4,fake,id47
Celeb-synthesis/id24_id23_0009.mp4,fake,id24
Celeb-synthesis/id35_id37_0008.mp4,fake,id35
Celeb-real/id6_0006.mp4,real,id6
Celeb-synthesis/id1_id16_0009.mp4,fake,id1
Celeb-synthesis/id52_id55_0001.mp4,fake,id52
Celeb-synthesis/id17_id9_0000.mp4,fake,id17
Celeb-synthesis/id17_id31_0009.mp4,fake,id17
Celeb-synthesis/id50_id53_0002.mp4,fake,id50
Celeb-synthesis/id30_id2_0009.mp4,fake,id30
